"imie_nazwisko","pseudonim","data_urodzenia","miejsce_urodzenia","pod_wplywem","plec","miejsce_smierci"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Protagoras","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Giacomo Leopardi","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Paul Bourget","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Sekstus Empiryk","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","François de La Rochefoucauld","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Hippolyte Taine","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Roger Joseph Boscovich","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Lew Szestow","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Baltasar Gracián","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Bernard de Mandeville","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Afrikan Spir","mężczyzna","Weimar"
"Friedrich Nietzsche","","1844-10-15T00:00:00Z","Röcken","Jean Marie Guyau","mężczyzna","Weimar"
"Jean-Paul Sartre","","1905-06-21T00:00:00Z","Paryż","Simone de Beauvoir","mężczyzna","Paryż"
"Jean-Paul Sartre","","1905-06-21T00:00:00Z","Paryż","Martin Heidegger","mężczyzna","Paryż"
"Jean-Paul Sartre","","1905-06-21T00:00:00Z","Paryż","Louis-Ferdinand Céline","mężczyzna","Paryż"
"Jean-Paul Sartre","","1905-06-21T00:00:00Z","Paryż","Emmanuel Levinas","mężczyzna","Paryż"
"Sima Qian","","-144-01-01T00:00:00Z","Hejin","","mężczyzna",""
"Adam Smith","","1723-06-05T00:00:00Z","Kirkcaldy","","mężczyzna","Edynburg"
"Ludwig Wittgenstein","","1889-04-26T00:00:00Z","Wiedeń","Søren Kierkegaard","mężczyzna","Cambridge"
"Ludwig Wittgenstein","","1889-04-26T00:00:00Z","Wiedeń","Bertrand Russell","mężczyzna","Cambridge"
"Ludwig Wittgenstein","","1889-04-26T00:00:00Z","Wiedeń","Gottlob Frege","mężczyzna","Cambridge"
"Zhu Xi","","1130-10-25T00:00:00Z","Yuxi","","mężczyzna",""
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Platon","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Arystoteles","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Cyceron","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Awicenna","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Augustyn z Hippony","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Paweł z Tarsu","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Al-Ghazali","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Awerroes","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Anzelm z Canterbury","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Albert Wielki","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Anicius Manlius Severinus Boethius","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Mojżesz Majmonides","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Al-Kindi","mężczyzna","Fossanova Abbey"
"Tomasz z Akwinu","","1225-02-04T00:00:00Z","Roccasecca","Jan Szkot Eriugena","mężczyzna","Fossanova Abbey"
"Abid Surti","","1935-05-05T00:00:00Z","Rajula","","mężczyzna",""
"Marcin Luter","","1483-11-19T00:00:00Z","Eisleben","","mężczyzna","Eisleben"
"Harivansh Rai Bachchan","","1907-11-27T00:00:00Z","Pratapgarh","","mężczyzna","Nowe Delhi"
"Dwight Eisenhower","","1890-10-14T00:00:00Z","Denison","","mężczyzna","Walter Reed Army Medical Center"
"Swetoniusz","","0070-01-01T00:00:00Z","Hippo Regius","","mężczyzna","Włochy"
"Swetoniusz","","0070-01-01T00:00:00Z","Lacjum","","mężczyzna","Włochy"
"Pitagoras","","t677329941","Samos","Tales z Miletu","mężczyzna","Metaponto"
"Pitagoras","","t677329941","Samos","Anaksymander","mężczyzna","Metaponto"
"Pitagoras","","t677329941","Samos","Ferekydes z Syros","mężczyzna","Metaponto"
"John McCain","","1936-08-29T00:00:00Z","Coco Solo","","mężczyzna",""
"Odd Børretzen","","1926-11-21T00:00:00Z","Fister","","mężczyzna","Tønsberg"
"Tibor Sekelj","","1912-02-14T00:00:00Z","Poprad","","mężczyzna","Subotica"
"Mick Foley","","1965-06-07T00:00:00Z","Bloomington","","mężczyzna",""
"Tiger Woods","","1975-12-30T00:00:00Z","Cypress","","mężczyzna",""
"Vilfredo Pareto","","1848-07-15T00:00:00Z","Paryż","","mężczyzna","Céligny"
"Valerie Solanas","","1936-04-09T00:00:00Z","Ventnor City","","kobieta","San Francisco"
"Ibn al-Hajsam","","0965-01-01T00:00:00Z","Basra","Arystoteles","mężczyzna","Kair"
"Avempace","","1080-01-01T00:00:00Z","Saragossa","","mężczyzna","Fez"
"Serena Williams","","1981-09-26T00:00:00Z","Saginaw","","kobieta",""
"Xanana Gusmão","","1946-06-20T00:00:00Z","Laleia","","mężczyzna",""
"Venus Williams","","1980-06-17T00:00:00Z","Lynwood","","kobieta",""
"Ludwik Łazarz Zamenhof","Doktoro Esperanto","1859-12-15T00:00:00Z","Białystok","","mężczyzna","Warszawa"
"Simone de Beauvoir","","1908-01-09T00:00:00Z","Paryż","Jean-Paul Sartre","kobieta","Paryż"
"Simone de Beauvoir","","1908-01-09T00:00:00Z","6. dzielnica Paryża","Jean-Paul Sartre","kobieta","Paryż"
"Owidiusz","","-042-03-18T00:00:00Z","Sulmona","","mężczyzna","Konstanca"
"Marcel Proust","Laurence","1871-07-10T00:00:00Z","Paryż","Ralph Waldo Emerson","mężczyzna","Paryż"
"Marcel Proust","Dominique","1871-07-10T00:00:00Z","Paryż","Ralph Waldo Emerson","mężczyzna","Paryż"
"Marcel Proust","Bernard d'Algouvres","1871-07-10T00:00:00Z","Paryż","Ralph Waldo Emerson","mężczyzna","Paryż"
"Marcel Proust","Écho","1871-07-10T00:00:00Z","Paryż","Ralph Waldo Emerson","mężczyzna","Paryż"
"Marcel Proust","Horatio","1871-07-10T00:00:00Z","Paryż","Ralph Waldo Emerson","mężczyzna","Paryż"
"Marcel Proust","Marc-Antoine","1871-07-10T00:00:00Z","Paryż","Ralph Waldo Emerson","mężczyzna","Paryż"
"Marcel Proust","Laurence","1871-07-10T00:00:00Z","Paryż","John Ruskin","mężczyzna","Paryż"
"Marcel Proust","Dominique","1871-07-10T00:00:00Z","Paryż","John Ruskin","mężczyzna","Paryż"
"Marcel Proust","Bernard d'Algouvres","1871-07-10T00:00:00Z","Paryż","John Ruskin","mężczyzna","Paryż"
"Marcel Proust","Écho","1871-07-10T00:00:00Z","Paryż","John Ruskin","mężczyzna","Paryż"
"Marcel Proust","Horatio","1871-07-10T00:00:00Z","Paryż","John Ruskin","mężczyzna","Paryż"
"Marcel Proust","Marc-Antoine","1871-07-10T00:00:00Z","Paryż","John Ruskin","mężczyzna","Paryż"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","William Szekspir","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","William Szekspir","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","William Szekspir","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","William Szekspir","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","William Szekspir","mężczyzna","Petersburg"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","Dante Alighieri","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","Dante Alighieri","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","Dante Alighieri","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","Dante Alighieri","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","Dante Alighieri","mężczyzna","Petersburg"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","George Gordon Byron","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","George Gordon Byron","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","George Gordon Byron","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","George Gordon Byron","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","George Gordon Byron","mężczyzna","Petersburg"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","Johann Wolfgang von Goethe","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","Johann Wolfgang von Goethe","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","Johann Wolfgang von Goethe","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","Johann Wolfgang von Goethe","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","Johann Wolfgang von Goethe","mężczyzna","Petersburg"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","Voltaire","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","Voltaire","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","Voltaire","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","Voltaire","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","Voltaire","mężczyzna","Petersburg"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","Friedrich Schiller","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","Friedrich Schiller","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","Friedrich Schiller","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","Friedrich Schiller","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","Friedrich Schiller","mężczyzna","Petersburg"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","John Keats","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","John Keats","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","John Keats","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","John Keats","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","John Keats","mężczyzna","Petersburg"
"Aleksander Puszkin","А. Б.","1799-06-06T00:00:00Z","Moskwa","Percy Bysshe Shelley","mężczyzna","Petersburg"
"Aleksander Puszkin","P., Ст. Арз. (Старый Арзамасец)","1799-06-06T00:00:00Z","Moskwa","Percy Bysshe Shelley","mężczyzna","Petersburg"
"Aleksander Puszkin","Александр НКШП","1799-06-06T00:00:00Z","Moskwa","Percy Bysshe Shelley","mężczyzna","Petersburg"
"Aleksander Puszkin","Иван Петрович Белкин","1799-06-06T00:00:00Z","Moskwa","Percy Bysshe Shelley","mężczyzna","Petersburg"
"Aleksander Puszkin","Феофилакт Косичкин","1799-06-06T00:00:00Z","Moskwa","Percy Bysshe Shelley","mężczyzna","Petersburg"
"Rabindranath Tagore","","1861-05-07T00:00:00Z","Kolkata","","mężczyzna","Kolkata"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Stendhal","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Victor Hugo","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Platon","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Arystoteles","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Fiodor Dostojewski","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Karol Dickens","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Pierre Joseph Proudhon","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Piotr Kropotkin","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Jean-Jacques Rousseau","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Aleksander Puszkin","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Budda Siakjamuni","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Arthur Schopenhauer","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Nikołaj Gogol","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Harriet Beecher Stowe","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Henry David Thoreau","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","George Eliot","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Laurence Sterne","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Henry George","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Afrikan Spir","mężczyzna","Lew Tołstoj"
"Lew Tołstoj","Nikolayevich, Lev","1828-09-09T00:00:00Z","Jasna Polana","Piotr Chelczycki","mężczyzna","Lew Tołstoj"
"Émilie du Châtelet","","1706-12-17T00:00:00Z","Paryż","","kobieta","Lunéville"
"Piotr Czajkowski","","1840-05-07T00:00:00Z","Wotkińsk","","mężczyzna","Malaya Morskaya Street, 13"
"Muhammad Ibn Battuta","","1304-03-03T00:00:00Z","Tanger","","mężczyzna","Marrakesz"
"Miep Gies","","1909-02-15T00:00:00Z","Wiedeń","","kobieta","Hoorn"
"Dan Brown","","1964-06-22T00:00:00Z","New Hampshire","","mężczyzna",""
"Robert Schumann","","1810-06-08T00:00:00Z","Zwickau","","mężczyzna","Endenich"
"Emperor Gaozong of Song","","1107-06-19T00:00:00Z","","","mężczyzna",""
"Sue Gardner","","1967-05-11T00:00:00Z","Bridgetown","","kobieta",""
"Antoni Grabowski","","1857-06-11T00:00:00Z","Chełmno","","mężczyzna","Warszawa"
"Hypatia z Aleksandrii","","0370-01-01T00:00:00Z","Aleksandria","Platon","kobieta","Aleksandria"
"Hypatia z Aleksandrii","","0370-01-01T00:00:00Z","Aleksandria","Arystoteles","kobieta","Aleksandria"
"Hypatia z Aleksandrii","","0370-01-01T00:00:00Z","Aleksandria","Klaudiusz Ptolemeusz","kobieta","Aleksandria"
"Hypatia z Aleksandrii","","0370-01-01T00:00:00Z","Aleksandria","Plotyn","kobieta","Aleksandria"
"Hypatia z Aleksandrii","","0370-01-01T00:00:00Z","Aleksandria","Diofantos","kobieta","Aleksandria"
"Hypatia z Aleksandrii","","0370-01-01T00:00:00Z","Aleksandria","Teon z Aleksandrii","kobieta","Aleksandria"
"Carl Barks","","1901-03-27T00:00:00Z","Merrill","","mężczyzna","Grants Pass"
"Bernard Werber","","1961-09-18T00:00:00Z","Tuluza","","mężczyzna",""
"Gian Luigi Bonelli","","1908-12-22T00:00:00Z","Mediolan","","mężczyzna","Alessandria"
"Ernesto Teodoro Moneta","","1833-09-20T00:00:00Z","Mediolan","","mężczyzna","Mediolan"
"Austregésilo de Athayde","","1898-09-25T00:00:00Z","Caruaru","","mężczyzna","Rio de Janeiro"
"Henri Dunant","","1828-05-08T00:00:00Z","Genewa","","mężczyzna","Heiden"
"Danton Pinheiro Jobim","","1906-03-08T00:00:00Z","Avaré","","mężczyzna","Rio de Janeiro"
"Hippoliet Van Peene","","1811-01-01T00:00:00Z","Kaprijke","","mężczyzna","Gandawa"
"Edmond Privat","","1889-08-19T00:00:00Z","Genewa","","mężczyzna","Rolle"
"Daniel Tammet","","1979-01-31T00:00:00Z","Londyn","","mężczyzna",""
"Jorge Camacho Cordón","","1966-11-18T00:00:00Z","Zafra","","mężczyzna",""
"Tron Øgrim","","1947-06-27T00:00:00Z","Oslo","","mężczyzna","Oslo"
"Paulo Coelho","","1947-08-24T00:00:00Z","Rio de Janeiro","Jorge Luis Borges","mężczyzna",""
"Paulo Coelho","","1947-08-24T00:00:00Z","Rio de Janeiro","William Blake","mężczyzna",""
"Paulo Coelho","","1947-08-24T00:00:00Z","Rio de Janeiro","Jorge Amado","mężczyzna",""
"Paulo Coelho","","1947-08-24T00:00:00Z","Rio de Janeiro","Henry Miller","mężczyzna",""
"Paulo Coelho","","1947-08-24T00:00:00Z","Rio de Janeiro","Christina Lamb","mężczyzna",""
"Hisashi Inoue","","1934-11-16T00:00:00Z","Kawanishi","","mężczyzna","Kamakura"
"Jan Stanisław Skorupski","","1938-07-18T00:00:00Z","Łoszniów","","mężczyzna",""
"George Soros","","1930-08-12T00:00:00Z","Budapeszt","","mężczyzna",""
"Georges Fenech","","1954-10-26T00:00:00Z","Susa","","mężczyzna",""
"Arlette Laguiller","","1940-03-18T00:00:00Z","Paryż","","kobieta",""
"Baldur Ragnarsson","","1930-08-25T00:00:00Z","Reyðarfjörður","","mężczyzna",""
"Ba Jin","","1904-11-25T00:00:00Z","Chengdu","","mężczyzna","Szanghaj"
"João Guimarães Rosa","","1908-06-27T00:00:00Z","Cordisburgo","","mężczyzna","Rio de Janeiro"
"Sándor Szathmári","","1897-01-01T00:00:00Z","Gyula","","mężczyzna","Budapeszt"
"Raymond Schwartz","","1894-04-08T00:00:00Z","Metz","","mężczyzna","Paryż"
"Teodoro Ŝvarc","Teo Melas","1894-01-01T00:00:00Z","Budapeszt","","mężczyzna","Nowy Jork"
"Michelle Obama","","1964-01-17T00:00:00Z","Chicago","","kobieta",""
"Laurent Fignon","","1960-08-12T00:00:00Z","Paryż","","mężczyzna","Paryż"
"Jean-Baptiste Say","Boniface Véridick","1767-01-05T00:00:00Z","Lyon","","mężczyzna","Paryż"
"Luchino Visconti","","1906-11-02T00:00:00Z","Mediolan","","mężczyzna","Rzym"
"Richard Strauss","","1864-06-11T00:00:00Z","Monachium","","mężczyzna","Garmisch-Partenkirchen"
"Yann Martel","","1963-06-25T00:00:00Z","Salamanka","Alphonse Daudet","mężczyzna",""
"Alberto Bayo","","1892-03-27T00:00:00Z","Camagüey","","mężczyzna","Hawana"
"Herman Brusselmans","","1957-10-09T00:00:00Z","Hamme","","mężczyzna",""
"Juana Manuela Gorriti","","1816-06-15T00:00:00Z","","","kobieta","Buenos Aires"
"John Herschel","","1792-03-07T00:00:00Z","Windsor","","mężczyzna","Kent"
"Ignacy Daszyński","","1866-10-26T00:00:00Z","Zbaraż","","mężczyzna","Bystra"
"Seth Meyers","","1973-12-28T00:00:00Z","Evanston","","mężczyzna",""
"Tina Fey","","1970-05-18T00:00:00Z","Upper Darby Township","","kobieta",""
"Dietrich von Hildebrand","","1889-10-12T00:00:00Z","Florencja","","mężczyzna","New Rochelle"
"Davor Slamnig","","1956-03-13T00:00:00Z","Zagrzeb","","mężczyzna",""
"Aleksandr Gribojedow","","1795-01-15T00:00:00Z","Moskwa","","mężczyzna","Teheran"
"Carl W. Ackerman","","1890-01-16T00:00:00Z","Richmond","","mężczyzna","Nowy Jork"
"Dmitry Puchkov","","1961-08-02T00:00:00Z","Kropywnyćkyj","","mężczyzna",""
"Gordon Ramsay","","1966-11-08T00:00:00Z","Johnstone","","mężczyzna",""
"Thore Christian Elias Fries","","1886-11-02T00:00:00Z","Uppsala domkyrkoförsamling","","mężczyzna","Mutare"
"Thore Christian Elias Fries","","1886-11-03T00:00:00Z","Uppsala domkyrkoförsamling","","mężczyzna","Mutare"
"Sir William Hamilton, 9th Baronet","","1788-03-08T00:00:00Z","Glasgow","","mężczyzna","Edynburg"
"Tomaž Šalamun","","1941-07-04T00:00:00Z","Zagrzeb","","mężczyzna","Lublana"
"Fran Levstik","","1831-09-28T00:00:00Z","Dolnje Retje","","mężczyzna","Lublana"
"Simon Jenko","","1835-10-27T00:00:00Z","Podreča","","mężczyzna","Kranj"
"Dragotin Kette","Mihael Mihajlov","1876-01-19T00:00:00Z","Gmina Ilirska Bistrica","","mężczyzna","Lublana"
"Dragotin Kette","Siluška","1876-01-19T00:00:00Z","Gmina Ilirska Bistrica","","mężczyzna","Lublana"
"Dragotin Kette","Zor","1876-01-19T00:00:00Z","Gmina Ilirska Bistrica","","mężczyzna","Lublana"
"Dragotin Kette","Zvonoslav","1876-01-19T00:00:00Z","Gmina Ilirska Bistrica","","mężczyzna","Lublana"
"Ivan Cankar","","1876-05-10T00:00:00Z","Gmina Vrhnika","Ralph Waldo Emerson","mężczyzna","Lublana"
"Jože Javoršek","","1920-10-20T00:00:00Z","Gmina Velike Lašče","","mężczyzna","Lublana"
"Fritz Mauthner","","1849-11-22T00:00:00Z","Hořice","","mężczyzna","Meersburg"
"Jean Améry","","1912-10-31T00:00:00Z","Wiedeń","","mężczyzna","Salzburg"
"Monteskiusz","","1689-01-18T00:00:00Z","Château de la Brède","","mężczyzna","Paryż"
"Sebastian Lybeck","","1929-08-03T00:00:00Z","Helsinki","","mężczyzna",""
"Eugène-Melchior de Vogüé","","1848-02-25T00:00:00Z","Nicea","","mężczyzna","Paryż"
"Mario Benedetti","","1920-09-14T00:00:00Z","Paso de los Toros","","mężczyzna","Montevideo"
"William Shatner","","1931-03-22T00:00:00Z","Montreal","","mężczyzna",""
"Leonard Nimoy","","1931-03-26T00:00:00Z","Boston","","mężczyzna","Bel Air"
"Kanji Swami","","1890-04-21T00:00:00Z","Bhavnagar State","","mężczyzna","Mumbaj"
"Vijaygupta Maurya","","1909-03-26T00:00:00Z","Porbandar","","mężczyzna",""
