"numer_adres";"stan_zdrowia";"y_wgs84";"dzielnica";"adres";"lokalizacja";"wiek_w_dni";"srednica_k";"pnie_obwod";"miasto";"jednostka";"x_pl2000";"wysokosc";"y_pl2000";"numer_inw";"﻿x_wgs84";"_id";"gatunek_1";"gatunek";"data_wyk_pom"
"";"średni";"52.144345";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"68";"Warszawa";"Dzielnica Ursynów";"7502982.59636364";"9";"5778960.51664336";"D213469";"21.043572";9124;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.144252";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"57";"Warszawa";"Dzielnica Ursynów";"7502983.84153846";"6";"5778950.17006993";"D213470";"21.04359";9125;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.144129";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"9";"114";"Warszawa";"Dzielnica Ursynów";"7502986.74167832";"9";"5778936.52769231";"D213471";"21.043633";9126;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.144082";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"39, 44";"Warszawa";"Dzielnica Ursynów";"7502987.38741259";"6,5";"5778931.26307692";"D213472";"21.043642";9127;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.144036";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"60";"Warszawa";"Dzielnica Ursynów";"7502988.17090909";"6";"5778926.08979021";"D213473";"21.043653";9128;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.143973";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"92";"Warszawa";"Dzielnica Ursynów";"7502989.50643357";"10";"5778919.13146853";"D213474";"21.043673";9129;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.143923";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"106";"Warszawa";"Dzielnica Ursynów";"7502990.61104895";"10";"5778913.54629371";"D213475";"21.043689";9130;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.143856";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"65";"Warszawa";"Dzielnica Ursynów";"7502991.80909091";"8";"5778906.0841958";"D213476";"21.043706";9131;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.143815";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"14";"Warszawa";"Dzielnica Ursynów";"7502992.50055944";"3";"5778901.55188811";"D213477";"21.043716";9132;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.143747";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"9";"85";"Warszawa";"Dzielnica Ursynów";"7502993.65258741";"8";"5778893.99832168";"D213478";"21.043733";9133;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.143689";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"85";"Warszawa";"Dzielnica Ursynów";"7502994.89552448";"8";"5778887.58881119";"D213479";"21.043751";9134;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.143643";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"84";"Warszawa";"Dzielnica Ursynów";"7502995.44951049";"7";"5778882.41552448";"D213480";"21.043759";9135;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.143578";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"83";"Warszawa";"Dzielnica Ursynów";"7502997.01454545";"6";"5778875.18237762";"D213481";"21.043782";9136;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"zły";"52.143436";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"71";"Warszawa";"Dzielnica Ursynów";"7503000.74195804";"8";"5778859.43468532";"D213482";"21.043837";9137;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.143317";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"17";"Warszawa";"Dzielnica Ursynów";"7503005.56979021";"3";"5778846.16";"D213483";"21.043907";9138;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.143251";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"17";"Warszawa";"Dzielnica Ursynów";"7503008.00685315";"2,5";"5778838.83594406";"D213484";"21.043942";9139;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.1432";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"18";"Warszawa";"Dzielnica Ursynów";"7503010.71846154";"3";"5778833.11426573";"D213485";"21.043982";9140;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.143136";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"69";"Warszawa";"Dzielnica Ursynów";"7503013.89020979";"8";"5778826.01944056";"D213486";"21.044028";9141;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.143095";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"1";"";"Warszawa";"Dzielnica Ursynów";"7503016.05020979";"3";"5778821.44251748";"D213487";"21.04406";9142;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.143045";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"16";"Warszawa";"Dzielnica Ursynów";"7503018.80783217";"3";"5778815.90363636";"D213488";"21.0441";9143;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.142994";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"8";"91";"Warszawa";"Dzielnica Ursynów";"7503022.02433566";"8";"5778810.22825175";"D213489";"21.044147";9144;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.14295";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"71";"Warszawa";"Dzielnica Ursynów";"7503025.01090909";"7";"5778805.28559441";"D213490";"21.044191";9145;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.142898";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"81";"Warszawa";"Dzielnica Ursynów";"7503028.0441958";"8";"5778799.56405594";"D213491";"21.044235";9146;"Acer platanoides";"klon pospolity";"20110720"
"";"zły";"52.14285";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"95";"Warszawa";"Dzielnica Ursynów";"7503030.84727273";"8";"5778794.20853147";"D213492";"21.044276";9147;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.142804";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"41, 37";"Warszawa";"Dzielnica Ursynów";"7503033.83398601";"7";"5778789.08265734";"D213493";"21.044319";9148;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"zły";"52.142757";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"95";"Warszawa";"Dzielnica Ursynów";"7503036.08657343";"8";"5778783.91020979";"D213494";"21.044352";9149;"Acer platanoides";"klon pospolity";"20110720"
"";"zły";"52.142707";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"8";"91";"Warszawa";"Dzielnica Ursynów";"7503039.21146853";"8";"5778778.32601399";"D213495";"21.044398";9150;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.142664";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"22, 23";"Warszawa";"Dzielnica Ursynów";"7503041.96797203";"4,5";"5778773.56601399";"D213496";"21.044438";9151;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.14261";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"12";"Warszawa";"Dzielnica Ursynów";"7503045.82797203";"3";"5778767.52475525";"D213497";"21.044494";9152;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.142557";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"13";"Warszawa";"Dzielnica Ursynów";"7503048.81524476";"3";"5778761.66587413";"D213498";"21.044538";9153;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.142556";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2,5";"8, 7, 6";"Warszawa";"Dzielnica Ursynów";"7503041.5627972";"3";"5778761.52461538";"D213499";"21.044432";9154;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.142536";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2,5";"8, 7, 6";"Warszawa";"Dzielnica Ursynów";"7503041.83902098";"3";"5778759.28097902";"D213500";"21.044436";9155;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.142486";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"1";"2";"Warszawa";"Dzielnica Ursynów";"7503044.22965035";"1,5";"5778753.74237762";"D213501";"21.044471";9156;"Acer pseudoplatanus";"klon jawor";"20110720"
"";"średni";"52.142466";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"1";"3";"Warszawa";"Dzielnica Ursynów";"7503044.68979021";"2";"5778751.45356643";"D213502";"21.044478";9157;"Acer negundo";"klon jesionolistny";"20110720"
"";"średni";"52.142441";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"1";"2";"Warszawa";"Dzielnica Ursynów";"7503044.87524476";"2";"5778748.75174825";"D213503";"21.04448";9158;"Acer platanoides";"klon pospolity";"20110720"
"";"średni";"52.142697";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"13";"Warszawa";"Dzielnica Ursynów";"7503068.03846154";"3";"5778777.15384615";"D213504";"21.044819";9159;"Corylus  sp.";"leszczyna  sp.";"20110720"
"";"średni";"52.142753";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"15";"Warszawa";"Dzielnica Ursynów";"7503064.91314685";"3";"5778783.4241958";"D213505";"21.044773";9160;"Corylus  sp.";"leszczyna  sp.";"20110720"
"";"średni";"52.14292";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"16";"Warszawa";"Dzielnica Ursynów";"7503054.71160839";"3";"5778802.05300699";"D213506";"21.044624";9161;"Corylus  sp.";"leszczyna  sp.";"20110720"
"";"średni";"52.143014";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"18";"Warszawa";"Dzielnica Ursynów";"7503048.96727273";"3,5";"5778812.48839161";"D213507";"21.044541";9162;"Corylus  sp.";"leszczyna  sp.";"20110720"
"";"średni";"52.143069";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"18";"Warszawa";"Dzielnica Ursynów";"7503045.19958042";"3,5";"5778818.57566434";"D213508";"21.044486";9163;"Corylus  sp.";"leszczyna  sp.";"20110720"
"";"średni";"52.143161";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"15";"Warszawa";"Dzielnica Ursynów";"7503036.83958042";"3";"5778828.7806993";"D213509";"21.044364";9164;"Corylus  sp.";"leszczyna  sp.";"20110720"
"";"zły";"52.143109";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"106";"Warszawa";"Dzielnica Ursynów";"7503048.86923077";"9";"5778823.06475525";"D213510";"21.044539";9165;"Populus nigra";"topola czarna";"20110720"
"";"średni";"52.143144";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"8";"137";"Warszawa";"Dzielnica Ursynów";"7503046.89286713";"11";"5778826.90937063";"D213511";"21.04451";9166;"Populus nigra";"topola czarna";"20110720"
"";"średni";"52.143159";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"8";"209";"Warszawa";"Dzielnica Ursynów";"7503045.74433566";"11";"5778828.64881119";"D213512";"21.044494";9167;"Populus nigra";"topola czarna";"20110720"
"";"średni";"52.143209";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"36";"Warszawa";"Dzielnica Ursynów";"7503034.49524476";"7";"5778834.18181818";"D213513";"21.044329";9168;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.14325";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"33";"Warszawa";"Dzielnica Ursynów";"7503032.33468531";"4,5";"5778838.71342657";"D213514";"21.044298";9169;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.143323";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"32";"Warszawa";"Dzielnica Ursynów";"7503029.25440559";"6";"5778846.86125874";"D213515";"21.044253";9170;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.143363";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"30";"Warszawa";"Dzielnica Ursynów";"7503027.1406993";"5";"5778851.30083916";"D213516";"21.044222";9171;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"zły";"52.143445";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"37";"Warszawa";"Dzielnica Ursynów";"7503025.29902098";"6";"5778860.41132867";"D213517";"21.044195";9172;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.143455";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"53";"Warszawa";"Dzielnica Ursynów";"7503032.1834965";"9";"5778861.56";"D213518";"21.044296";9173;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.14349";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"52, 53, 40";"Warszawa";"Dzielnica Ursynów";"7503030.80377622";"10";"5778865.45104895";"D213519";"21.044276";9174;"Robinia pseudoacacia";"robinia biała";"20110720"
"";"średni";"52.143641";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"42";"Warszawa";"Dzielnica Ursynów";"7503020.60363636";"7";"5778882.1565035";"D213520";"21.044127";9175;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.143694";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"13";"Warszawa";"Dzielnica Ursynów";"7503018.71776224";"3";"5778888.10685315";"D213521";"21.044099";9176;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.143755";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"3";"36";"Warszawa";"Dzielnica Ursynów";"7503017.65846154";"6";"5778894.83664336";"D213522";"21.044084";9177;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.143791";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"3";"38";"Warszawa";"Dzielnica Ursynów";"7503016.92125874";"6";"5778898.91132867";"D213523";"21.044073";9178;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.144031";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"18";"Warszawa";"Dzielnica Ursynów";"7503012.86559441";"3";"5778925.64713287";"D213524";"21.044014";9179;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.144082";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"14";"Warszawa";"Dzielnica Ursynów";"7503011.94405594";"3";"5778931.2779021";"D213525";"21.044001";9180;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.144127";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"17";"Warszawa";"Dzielnica Ursynów";"7503010.88587413";"3";"5778936.2220979";"D213526";"21.043985";9181;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.144173";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"15";"Warszawa";"Dzielnica Ursynów";"7503010.10251748";"3";"5778941.34937063";"D213527";"21.043974";9182;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.144217";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"18";"Warszawa";"Dzielnica Ursynów";"7503009.45692308";"3";"5778946.24783217";"D213528";"21.043965";9183;"Tilia  sp.";"lipa  sp.";"20110720"
"";"średni";"52.144308";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"39";"Warszawa";"Dzielnica Ursynów";"7503006.87986014";"6";"5778956.45622378";"D213529";"21.043927";9184;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.14436";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"3";"39";"Warszawa";"Dzielnica Ursynów";"7503005.54559441";"4";"5778962.22461538";"D213530";"21.043908";9185;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.144401";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"44";"Warszawa";"Dzielnica Ursynów";"7503005.35902098";"6";"5778966.80251748";"D213531";"21.043905";9186;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.144449";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"89";"Warszawa";"Dzielnica Ursynów";"7503004.02461538";"6";"5778972.06671329";"D213532";"21.043885";9187;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.144489";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2";"18";"Warszawa";"Dzielnica Ursynów";"7503003.33384615";"4";"5778976.50769231";"D213533";"21.043875";9188;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.144453";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"2,5";"15";"Warszawa";"Dzielnica Ursynów";"7503013.06713287";"3";"5778972.5758042";"D213534";"21.044018";9189;"Prunus  sp.(wiśnia)";"wiśnia  sp.";"20110720"
"";"średni";"52.144708";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"36, 42";"Warszawa";"Dzielnica Ursynów";"7502999.41748252";"7";"5779000.90811189";"D213535";"21.043818";9190;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.14475";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"70";"Warszawa";"Dzielnica Ursynów";"7502998.4048951";"7";"5779005.57748252";"D213536";"21.043804";9191;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"zły";"52.144805";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"37";"Warszawa";"Dzielnica Ursynów";"7502997.71258741";"4";"5779011.71174825";"D213537";"21.043794";9192;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.145006";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"50";"Warszawa";"Dzielnica Ursynów";"7502993.88909091";"6";"5779034.05188811";"D213538";"21.043738";9193;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.145099";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"81";"Warszawa";"Dzielnica Ursynów";"7502992.00125874";"7";"5779044.3979021";"D213539";"21.04371";9194;"Tilia platyphyllos";"lipa szerokolistna";"20110720"
"";"średni";"52.145978";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"107";"Warszawa";"Dzielnica Ursynów";"7502975.64839161";"8";"5779142.22657343";"D213540";"21.043472";9195;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146026";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"72";"Warszawa";"Dzielnica Ursynów";"7502975.14041958";"8";"5779147.49118881";"D213541";"21.043465";9196;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146081";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"6";"Warszawa";"Dzielnica Ursynów";"7502973.3006993";"7";"5779153.67062937";"D213542";"21.043438";9197;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146123";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"31, 34, 30";"Warszawa";"Dzielnica Ursynów";"7502972.56363636";"5,5";"5779158.38601399";"D213543";"21.043427";9198;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146178";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"55";"Warszawa";"Dzielnica Ursynów";"7502971.96293706";"7";"5779164.47482517";"D213544";"21.043419";9199;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146232";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"80";"Warszawa";"Dzielnica Ursynów";"7502971.45454545";"8";"5779170.42573427";"D213545";"21.043411";9200;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146281";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"59";"Warszawa";"Dzielnica Ursynów";"7502970.30391608";"7";"5779175.91916084";"D213546";"21.043395";9201;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.14633";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"70";"Warszawa";"Dzielnica Ursynów";"7502969.52041958";"8";"5779181.41230769";"D213547";"21.043383";9202;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146385";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"83";"Warszawa";"Dzielnica Ursynów";"7502968.32321678";"7";"5779187.45524476";"D213548";"21.043366";9203;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146432";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"54";"Warszawa";"Dzielnica Ursynów";"7502967.44825175";"7";"5779192.67356643";"D213549";"21.043353";9204;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146473";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"68";"Warszawa";"Dzielnica Ursynów";"7502966.66517483";"7";"5779197.29692308";"D213550";"21.043342";9205;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146527";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"69";"Warszawa";"Dzielnica Ursynów";"7502965.23874126";"8";"5779203.29384615";"D213551";"21.043321";9206;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.155868";"Ursynów";"ul. GALOPU";"Ulica GALOPU";"0";"5";"49";"Warszawa";"Dzielnica Ursynów";"7500436.48013986";"13";"5780241.66195804";"D218587";"21.006378";14207;"Fraxinus  sp.";"jesion  sp.";"20110804"
"";"średni";"52.146578";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"107";"Warszawa";"Dzielnica Ursynów";"7502964.95986014";"8";"5779208.97062937";"D213552";"21.043317";9207;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146621";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"44, 42";"Warszawa";"Dzielnica Ursynów";"7502964.22293706";"7";"5779213.68601399";"D213553";"21.043306";9208;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146665";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"70";"Warszawa";"Dzielnica Ursynów";"7502963.07258741";"6";"5779218.67538462";"D213554";"21.043289";9209;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146707";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"69";"Warszawa";"Dzielnica Ursynów";"7502962.15188811";"8";"5779223.25258741";"D213555";"21.043276";9210;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146756";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"37";"Warszawa";"Dzielnica Ursynów";"7502961.50601399";"6";"5779228.74643357";"D213556";"21.043267";9211;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146898";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"10";"147, 140, 101, 133";"Warszawa";"Dzielnica Ursynów";"7502966.77468531";"12";"5779244.58979021";"D213557";"21.043344";9212;"Salix alba";"wierzba biała";"20110720"
"";"średni";"52.146914";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"81";"Warszawa";"Dzielnica Ursynów";"7502958.28223776";"7";"5779246.37006993";"D213558";"21.04322";9213;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.146968";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"54";"Warszawa";"Dzielnica Ursynów";"7502957.86601399";"8";"5779252.36741259";"D213559";"21.043214";9214;"Tilia cordata";"lipa drobnolistna";"20110720"
"";"średni";"52.147129";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"13";"400";"Warszawa";"Dzielnica Ursynów";"7502959.59916084";"14";"5779270.26881119";"D213560";"21.043239";9215;"Populus nigra";"topola czarna";"20110720"
"";"średni";"52.148604";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"7";"32";"Warszawa";"Dzielnica Ursynów";"7502830.67132867";"9";"5779434.27160839";"D213561";"21.041357";9216;"Populus simonii";"topola Simona";"20110720"
"";"średni";"52.148622";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"9";"70";"Warszawa";"Dzielnica Ursynów";"7502815.98377622";"8";"5779436.23188811";"D213562";"21.041142";9217;"Fraxinus  sp.";"jesion  sp.";"20110720"
"";"średni";"52.14864";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"1";"14";"Warszawa";"Dzielnica Ursynów";"7502813.41188811";"5";"5779438.29048951";"D213563";"21.041105";9218;"Sorbus aucuparia";"jarząb pospolity";"20110720"
"";"średni";"52.148675";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"1";"13";"Warszawa";"Dzielnica Ursynów";"7502808.95818182";"5";"5779442.13342657";"D213564";"21.04104";9219;"Sorbus aucuparia";"jarząb pospolity";"20110720"
"";"średni";"52.148717";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"47";"Warszawa";"Dzielnica Ursynów";"7502804.32013986";"8";"5779446.89174825";"D213565";"21.040972";9220;"Fraxinus  sp.";"jesion  sp.";"20110720"
"";"średni";"52.148768";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"25";"Warszawa";"Dzielnica Ursynów";"7502798.62587413";"8";"5779452.51986014";"D213566";"21.040889";9221;"Fraxinus  sp.";"jesion  sp.";"20110720"
"";"średni";"52.148828";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"6";"60";"Warszawa";"Dzielnica Ursynów";"7502791.87538462";"9";"5779459.19972028";"D213567";"21.04079";9222;"Fraxinus  sp.";"jesion  sp.";"20110720"
"";"średni";"52.148902";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"5";"73";"Warszawa";"Dzielnica Ursynów";"7502784.20601399";"10";"5779467.43566434";"D213568";"21.040678";9223;"Fraxinus  sp.";"jesion  sp.";"20110720"
"";"średni";"52.148953";"Ursynów";"ul. DERENIOWA";"Ulica DERENIOWA";"0";"4";"28";"Warszawa";"Dzielnica Ursynów";"7502778.32811189";"6";"5779473.06293706";"D213569";"21.040592";9224;"Fraxinus  sp.";"jesion  sp.";"20110720"
